rosbagTimestamp,data
1544899353726931927,0.800000011921
1544899353826504215,0.800000011921
1544899353926452593,0.800000011921
1544899354026461702,0.800000011921
1544899354126532409,0.800000011921
1544899354226723148,0.800000011921
1544899354326769450,0.800000011921
1544899354426810560,0.800000011921
1544899354526637891,0.800000011921
1544899354626813851,0.800000011921
1544899354726666669,0.800000011921
1544899354826759242,0.800000011921
1544899354926647206,0.800000011921
1544899355026695102,0.800000011921
1544899355126705241,0.800000011921
1544899355226645371,0.800000011921
1544899355326681672,0.800000011921
1544899355426639439,0.800000011921
1544899355526964382,0.800000011921
1544899355626742675,0.800000011921
1544899355726699058,0.800000011921
1544899355826582718,0.800000011921
1544899355926576444,0.800000011921
1544899356026681208,0.800000011921
1544899356126800515,0.800000011921
1544899356226580189,0.800000011921
1544899356326571255,0.800000011921
1544899356426607921,0.800000011921
1544899356526731866,0.800000011921
1544899356626460070,0.800000011921
1544899356726512150,0.800000011921
1544899356826456855,0.800000011921
1544899356926689087,0.800000011921
1544899357026738572,0.800000011921
1544899357126657431,0.800000011921
1544899357226641899,0.800000011921
1544899357326685228,0.800000011921
1544899357426584965,0.800000011921
1544899357526659068,0.800000011921
1544899357626812062,0.800000011921
1544899357727030437,0.800000011921
1544899357826566837,0.800000011921
1544899357926564003,0.800000011921
1544899358026446545,0.744637131691
1544899358126855835,0.561495184898
1544899358226474412,0.412084937096
1544899358326639727,0.301231741905
1544899358426816701,0.220067843795
1544899358526705182,0.160758465528
1544899358626819045,0.11743170023
1544899358727240542,0.0857819244266
1544899358827055659,0.062662281096
1544899358927036864,0.045773755759
1544899359026834411,0.0334369316697
1544899359126717061,0.0244250893593
1544899359226695703,0.0178421624005
1544899359326768802,0.0130334505811
1544899359426849280,0.00952078215778
1544899359526718564,0.800000011921
1544899359626790995,0.800000011921
1544899359726807784,0.800000011921
1544899359826907642,0.800000011921
1544899359926892113,0.800000011921
1544899360026752167,0.800000011921
1544899360126748481,0.800000011921
1544899360226641244,0.800000011921
1544899360326596288,0.800000011921
1544899360426700566,0.800000011921
1544899360526917351,0.800000011921
1544899360626483350,0.800000011921
1544899360726515232,0.800000011921
1544899360826913792,0.800000011921
1544899360926740585,0.800000011921
1544899361026852155,0.800000011921
1544899361126973953,0.800000011921
1544899361226543035,0.800000011921
1544899361326594682,0.800000011921
1544899361426527045,0.800000011921
1544899361526801659,0.800000011921
1544899361626706481,0.800000011921
1544899361726587494,0.800000011921
1544899361826765687,0.800000011921
1544899361926618260,0.800000011921
1544899362026776243,0.800000011921
1544899362126728694,0.800000011921
1544899362226524625,0.800000011921
1544899362326687044,0.800000011921
1544899362426854835,0.800000011921
1544899362526727779,0.800000011921
1544899362626562426,0.800000011921
1544899362726520824,0.800000011921
1544899362826601489,0.800000011921
1544899362926711627,0.800000011921
1544899363026799729,0.800000011921
1544899363126446193,0.800000011921
1544899363226852293,0.800000011921
1544899363326806013,0.800000011921
1544899363426505861,0.800000011921
1544899363526516406,0.800000011921
1544899363626680274,0.800000011921
1544899363726615369,0.800000011921
1544899363826501319,0.800000011921
1544899363926498499,0.800000011921
1544899364026630579,0.800000011921
1544899364126467141,0.800000011921
1544899364226561135,0.800000011921
1544899364326685734,0.800000011921
1544899364426443730,0.800000011921
1544899364526564579,0.800000011921
1544899364626688348,0.800000011921
1544899364726668400,0.800000011921
1544899364826475168,0.800000011921
1544899364926594540,0.800000011921
1544899365026505004,0.800000011921
1544899365126714783,0.800000011921
1544899365226661308,0.800000011921
1544899365326472316,0.800000011921
1544899365426529257,0.800000011921
1544899365526541366,0.800000011921
1544899365626570483,0.800000011921
1544899365726587005,0.800000011921
1544899365826607791,0.800000011921
1544899365926505038,0.800000011921
1544899366026553057,0.800000011921
1544899366126641888,0.800000011921
1544899366226542027,0.800000011921
1544899366326522077,0.800000011921
1544899366426544439,0.800000011921
1544899366526515622,0.800000011921
1544899366626439045,0.800000011921
1544899366726594883,0.800000011921
1544899366826594793,0.800000011921
1544899366926537941,0.800000011921
1544899367026501353,0.800000011921
1544899367126614373,0.800000011921
1544899367226601382,0.800000011921
1544899367326580171,0.800000011921
1544899367426538323,0.800000011921
1544899367526560859,0.800000011921
1544899367626445286,0.800000011921
1544899367726487068,0.800000011921
1544899367826634130,0.800000011921
1544899367926568466,0.800000011921
1544899368026424816,0.800000011921
1544899368126498086,0.800000011921
1544899368226552884,0.800000011921
1544899368326541544,0.800000011921
1544899368426549313,0.800000011921
1544899368526381535,0.800000011921
1544899368626531507,0.800000011921
1544899368726451701,0.800000011921
1544899368826701561,0.800000011921
1544899368926730140,0.800000011921
1544899369026472081,0.800000011921
1544899369126565882,0.800000011921
1544899369226443424,0.800000011921
1544899369326480991,0.800000011921
1544899369426619196,0.800000011921
1544899369526454629,0.800000011921
1544899369626628720,0.800000011921
1544899369726478380,0.800000011921
1544899369826420535,0.800000011921
1544899369926555384,0.800000011921
1544899370026660528,0.800000011921
1544899370126574508,0.800000011921
1544899370226611541,0.800000011921
1544899370326571626,0.800000011921
1544899370426536319,0.800000011921
1544899370526539709,0.800000011921
1544899370626663268,0.622830152512
1544899370726559865,0.445003807545
1544899370826591819,0.274150401354
1544899370926568235,0.194686055183
1544899371026420741,0.157179191709
1544899371126509654,0.100880742073
1544899371226518992,0.0802359804511
1544899371326621952,0.0576764345169
1544899371426698142,0.0402247682214
1544899371526448657,0.0245608575642
1544899371626435371,0.0174130685627
1544899371726595240,0.0140549913049
1544899371826666055,0.00901997275651
1544899371926510096,0.800000011921
1544899372026860226,0.800000011921
1544899372126476906,0.800000011921
1544899372226525508,0.800000011921
1544899372326479820,0.800000011921
1544899372426483280,0.800000011921
1544899372526569764,0.800000011921
1544899372626403727,0.800000011921
1544899372726471297,0.800000011921
1544899372826387280,0.800000011921
1544899372926495497,0.800000011921
1544899373026555078,0.800000011921
1544899373126507725,0.800000011921
1544899373226456758,0.800000011921
1544899373326447304,0.800000011921
1544899373426905625,0.800000011921
1544899373526499776,0.800000011921
1544899373626450117,0.800000011921
1544899373726567059,0.800000011921
1544899373826545584,0.800000011921
1544899373926633094,0.800000011921
1544899374026549546,0.800000011921
1544899374126642273,0.800000011921
